rule	support	confidence	lift
('Columbia Valley', 'US', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
('US', 'Washington', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
('Columbia Valley', 'Washington', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
('Columbia Valley', 'US', 'Washington', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
('Chardonnay',) ==> ('US',)	0.054	0.561	1.358
('Cabernet Sauvignon',) ==> ('NoDesignation',)	0.035	0.406	1.341
('White Blend',) ==> ('NoRegion_2',)	0.015	0.786	1.319
('Bordeaux-style Red Blend',) ==> ('NoRegion_2',)	0.037	0.763	1.280
('Chardonnay', 'California', 'US') ==> ('NoDesignation',)	0.017	0.387	1.277
('Chardonnay', 'US') ==> ('NoDesignation',)	0.021	0.387	1.276
('California', 'Chardonnay') ==> ('NoDesignation',)	0.017	0.387	1.276
('Ros¨¦',) ==> ('NoRegion_2',)	0.015	0.760	1.275
('Washington',) ==> ('NoDesignation',)	0.024	0.367	1.211
('US', 'Washington') ==> ('NoDesignation',)	0.024	0.367	1.211
('Riesling',) ==> ('NoRegion_2',)	0.026	0.717	1.203
('Columbia Valley',) ==> ('NoDesignation',)	0.022	0.363	1.198
('Columbia Valley', 'US') ==> ('NoDesignation',)	0.022	0.363	1.198
('Columbia Valley', 'Washington') ==> ('NoDesignation',)	0.022	0.363	1.198
('Columbia Valley', 'US', 'Washington') ==> ('NoDesignation',)	0.022	0.363	1.198
('Sauvignon Blanc',) ==> ('California', 'US')	0.015	0.351	1.191
('Sauvignon Blanc',) ==> ('California',)	0.015	0.351	1.191
('Bordeaux-style Red Blend',) ==> ('NoDesignation',)	0.018	0.360	1.187
('NoDesignation',) ==> ('US',)	0.146	0.482	1.166
('US',) ==> ('NoDesignation',)	0.146	0.353	1.166
('California', 'US') ==> ('NoDesignation',)	0.104	0.353	1.164
('NoDesignation',) ==> ('California', 'US')	0.104	0.343	1.164
('NoDesignation',) ==> ('California',)	0.104	0.343	1.164
('California',) ==> ('NoDesignation',)	0.104	0.353	1.164
('Chardonnay',) ==> ('NoDesignation',)	0.033	0.348	1.148
('Red Blend',) ==> ('NoRegion_2',)	0.045	0.678	1.138
('Tuscany',) ==> ('NoDesignation',)	0.016	0.340	1.123
('Tuscany', 'Italy') ==> ('NoDesignation',)	0.016	0.340	1.123
('NoRegion_2', 'Tuscany') ==> ('NoDesignation',)	0.016	0.340	1.123
('NoRegion_2', 'Tuscany', 'Italy') ==> ('NoDesignation',)	0.016	0.340	1.123
('Australia',) ==> ('NoDesignation',)	0.011	0.325	1.072
('Australia', 'NoRegion_2') ==> ('NoDesignation',)	0.011	0.325	1.072
('France',) ==> ('NoDesignation',)	0.044	0.312	1.031
('France', 'NoRegion_2') ==> ('NoDesignation',)	0.044	0.312	1.031
('Syrah',) ==> ('NoDesignation',)	0.012	0.309	1.019
('US', 'Sonoma') ==> ('NoDesignation',)	0.023	0.305	1.006
('California', 'US', 'Sonoma') ==> ('NoDesignation',)	0.023	0.305	1.006
('Sonoma',) ==> ('NoDesignation',)	0.023	0.305	1.006
('California', 'Sonoma') ==> ('NoDesignation',)	0.023	0.305	1.006
('Sauvignon Blanc',) ==> ('NoRegion_2',)	0.025	0.596	1.000
('Chardonnay', 'NoRegion_2') ==> ('NoDesignation',)	0.013	0.301	0.994
('Argentina',) ==> ('NoDesignation',)	0.011	0.301	0.993
('Argentina', 'NoRegion_2') ==> ('NoDesignation',)	0.011	0.301	0.993
('Sauvignon Blanc',) ==> ('US',)	0.017	0.409	0.990
('Sauvignon Blanc', 'NoDesignation') ==> ('NoRegion_2',)	0.011	0.540	0.906
('NoDesignation',) ==> ('NoRegion_2',)	0.160	0.529	0.888
('Red Blend',) ==> ('US',)	0.022	0.333	0.806
('Chardonnay',) ==> ('NoRegion_2',)	0.043	0.448	0.752
('Chardonnay', 'NoDesignation') ==> ('NoRegion_2',)	0.013	0.388	0.651
('Merlot',) ==> ('NoRegion_2',)	0.010	0.303	0.508
