rule	support	confidence	lift
('Columbia Valley', 'US') ==> ('Columbia Valley (WA)',)	0.033	0.543	16.484
('US', 'Columbia Valley (WA)') ==> ('Columbia Valley',)	0.033	1.000	16.484
('NoDesignation', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'US')	0.014	1.000	16.484
('US', 'NoDesignation', 'Columbia Valley (WA)') ==> ('Columbia Valley',)	0.014	1.000	16.484
('Columbia Valley',) ==> ('US', 'Washington', 'Columbia Valley (WA)')	0.033	0.543	16.484
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'US', 'Washington')	0.033	1.000	16.484
('Columbia Valley', 'Washington') ==> ('US', 'Columbia Valley (WA)')	0.033	0.543	16.484
('Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'US')	0.033	1.000	16.484
('Columbia Valley', 'US') ==> ('Washington', 'Columbia Valley (WA)')	0.033	0.543	16.484
('US', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'Washington')	0.033	1.000	16.484
('Columbia Valley', 'US', 'Washington') ==> ('Columbia Valley (WA)',)	0.033	0.543	16.484
('US', 'Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley',)	0.033	1.000	16.484
('NoDesignation', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'Washington')	0.014	1.000	16.484
('NoDesignation', 'Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley',)	0.014	1.000	16.484
('NoDesignation', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'US', 'Washington')	0.014	1.000	16.484
('NoDesignation', 'Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'US')	0.014	1.000	16.484
('NoDesignation', 'Columbia Valley (WA)', 'US') ==> ('Columbia Valley', 'Washington')	0.014	1.000	16.484
('Columbia Valley (WA)', 'NoDesignation', 'Washington', 'US') ==> ('Columbia Valley',)	0.014	1.000	16.484
('Bordeaux-style Red Blend',) ==> ('Bordeaux', 'NoDesignation')	0.016	0.336	16.458
('Bordeaux', 'NoDesignation') ==> ('Bordeaux-style Red Blend',)	0.016	0.801	16.458
('Bordeaux-style Red Blend',) ==> ('France', 'Bordeaux', 'NoDesignation')	0.016	0.336	16.458
('France', 'Bordeaux', 'NoDesignation') ==> ('Bordeaux-style Red Blend',)	0.016	0.801	16.458
('Bordeaux-style Red Blend',) ==> ('Bordeaux', 'NoDesignation', 'NoRegion_2')	0.016	0.336	16.458
('Bordeaux', 'NoDesignation', 'NoRegion_2') ==> ('Bordeaux-style Red Blend',)	0.016	0.801	16.458
('Bordeaux-style Red Blend',) ==> ('France', 'Bordeaux', 'NoDesignation', 'NoRegion_2')	0.016	0.336	16.458
('France', 'Bordeaux', 'NoDesignation', 'NoRegion_2') ==> ('Bordeaux-style Red Blend',)	0.016	0.801	16.458
('Bordeaux',) ==> ('Bordeaux-style Red Blend',)	0.032	0.784	16.114
('Bordeaux-style Red Blend',) ==> ('Bordeaux',)	0.032	0.652	16.114
('Bordeaux-style Red Blend',) ==> ('Bordeaux', 'NoRegion_2')	0.032	0.652	16.114
('Bordeaux', 'NoRegion_2') ==> ('Bordeaux-style Red Blend',)	0.032	0.784	16.114
('Bordeaux-style Red Blend',) ==> ('France', 'Bordeaux')	0.032	0.652	16.114
('France', 'Bordeaux') ==> ('Bordeaux-style Red Blend',)	0.032	0.784	16.114
('Bordeaux-style Red Blend',) ==> ('France', 'Bordeaux', 'NoRegion_2')	0.032	0.652	16.114
('France', 'Bordeaux', 'NoRegion_2') ==> ('Bordeaux-style Red Blend',)	0.032	0.784	16.114
('Sangiovese',) ==> ('Tuscany',)	0.017	0.756	15.678
('Sangiovese',) ==> ('NoRegion_2', 'Tuscany')	0.017	0.756	15.678
('Sangiovese',) ==> ('Tuscany', 'Italy')	0.017	0.756	15.678
('Sangiovese',) ==> ('NoRegion_2', 'Tuscany', 'Italy')	0.017	0.756	15.678
('Tuscany',) ==> ('Sangiovese',)	0.017	0.348	15.678
('NoRegion_2', 'Tuscany') ==> ('Sangiovese',)	0.017	0.348	15.678
('Tuscany', 'Italy') ==> ('Sangiovese',)	0.017	0.348	15.678
('NoRegion_2', 'Tuscany', 'Italy') ==> ('Sangiovese',)	0.017	0.348	15.678
('Columbia Valley',) ==> ('Washington',)	0.061	1.000	15.481
('Washington',) ==> ('Columbia Valley',)	0.061	0.939	15.481
('Washington',) ==> ('Columbia Valley (WA)',)	0.033	0.510	15.481
('Columbia Valley (WA)',) ==> ('Washington',)	0.033	1.000	15.481
('Washington',) ==> ('Columbia Valley', 'Columbia Valley (WA)')	0.033	0.510	15.481
('Columbia Valley', 'Columbia Valley (WA)') ==> ('Washington',)	0.033	1.000	15.481
('Columbia Valley',) ==> ('US', 'Washington')	0.061	1.000	15.481
('Washington',) ==> ('Columbia Valley', 'US')	0.061	0.939	15.481
('Columbia Valley', 'US') ==> ('Washington',)	0.061	1.000	15.481
('US', 'Washington') ==> ('Columbia Valley',)	0.061	0.939	15.481
('Washington',) ==> ('Columbia Valley', 'NoDesignation')	0.022	0.341	15.481
('Columbia Valley', 'NoDesignation') ==> ('Washington',)	0.022	1.000	15.481
('NoDesignation', 'Columbia Valley (WA)') ==> ('Washington',)	0.014	1.000	15.481
('Washington',) ==> ('US', 'Columbia Valley (WA)')	0.033	0.510	15.481
('Columbia Valley (WA)',) ==> ('US', 'Washington')	0.033	1.000	15.481
('US', 'Washington') ==> ('Columbia Valley (WA)',)	0.033	0.510	15.481
('US', 'Columbia Valley (WA)') ==> ('Washington',)	0.033	1.000	15.481
('Washington',) ==> ('Columbia Valley', 'US', 'NoDesignation')	0.022	0.341	15.481
('US', 'Washington') ==> ('Columbia Valley', 'NoDesignation')	0.022	0.341	15.481
('Columbia Valley', 'NoDesignation') ==> ('US', 'Washington')	0.022	1.000	15.481
('Columbia Valley', 'US', 'NoDesignation') ==> ('Washington',)	0.022	1.000	15.481
('NoDesignation', 'Columbia Valley (WA)') ==> ('US', 'Washington')	0.014	1.000	15.481
('US', 'NoDesignation', 'Columbia Valley (WA)') ==> ('Washington',)	0.014	1.000	15.481
('Washington',) ==> ('Columbia Valley', 'US', 'Columbia Valley (WA)')	0.033	0.510	15.481
('US', 'Washington') ==> ('Columbia Valley', 'Columbia Valley (WA)')	0.033	0.510	15.481
('Columbia Valley', 'Columbia Valley (WA)') ==> ('US', 'Washington')	0.033	1.000	15.481
('Columbia Valley', 'US', 'Columbia Valley (WA)') ==> ('Washington',)	0.033	1.000	15.481
('Columbia Valley', 'NoDesignation', 'Columbia Valley (WA)') ==> ('Washington',)	0.014	1.000	15.481
('Columbia Valley', 'NoDesignation', 'Columbia Valley (WA)') ==> ('US', 'Washington')	0.014	1.000	15.481
('Columbia Valley', 'NoDesignation', 'Columbia Valley (WA)', 'US') ==> ('Washington',)	0.014	1.000	15.481
('Burgundy',) ==> ('Pinot Noir', 'NoRegion_2')	0.012	0.414	15.440
('Pinot Noir', 'NoRegion_2') ==> ('Burgundy',)	0.012	0.441	15.440
('Pinot Noir', 'NoRegion_2') ==> ('Burgundy', 'France')	0.012	0.441	15.440
('Burgundy', 'France') ==> ('Pinot Noir', 'NoRegion_2')	0.012	0.414	15.440
('Columbia Valley',) ==> ('NoDesignation', 'Washington')	0.022	0.363	15.305
('NoDesignation', 'Washington') ==> ('Columbia Valley',)	0.022	0.928	15.305
('Columbia Valley',) ==> ('US', 'Washington', 'NoDesignation')	0.022	0.363	15.305
('Columbia Valley', 'US') ==> ('NoDesignation', 'Washington')	0.022	0.363	15.305
('NoDesignation', 'Washington') ==> ('Columbia Valley', 'US')	0.022	0.928	15.305
('US', 'Washington', 'NoDesignation') ==> ('Columbia Valley',)	0.022	0.928	15.305
('Tempranillo',) ==> ('Spain',)	0.014	0.838	15.293
('Tempranillo',) ==> ('Spain', 'NoRegion_2')	0.014	0.838	15.293
('Napa Valley',) ==> ('Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('Napa Valley',) ==> ('US', 'Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('US', 'Napa Valley') ==> ('Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('Napa Valley',) ==> ('California', 'Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('California', 'Napa Valley') ==> ('Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('Napa Valley',) ==> ('California', 'US', 'Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('California', 'Napa Valley') ==> ('US', 'Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('US', 'Napa Valley') ==> ('California', 'Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('California', 'US', 'Napa Valley') ==> ('Cabernet Sauvignon', 'Napa')	0.017	0.405	14.543
('Cabernet Sauvignon', 'Napa') ==> ('Napa Valley',)	0.017	0.598	14.543
('Cabernet Sauvignon', 'Napa') ==> ('US', 'Napa Valley')	0.017	0.598	14.543
('US', 'Cabernet Sauvignon', 'Napa') ==> ('Napa Valley',)	0.017	0.598	14.543
('Cabernet Sauvignon', 'Napa') ==> ('California', 'Napa Valley')	0.017	0.598	14.543
('California', 'Cabernet Sauvignon', 'Napa') ==> ('Napa Valley',)	0.017	0.598	14.543
('Cabernet Sauvignon', 'Napa') ==> ('California', 'US', 'Napa Valley')	0.017	0.598	14.543
('California', 'Cabernet Sauvignon', 'Napa') ==> ('US', 'Napa Valley')	0.017	0.598	14.543
('US', 'Cabernet Sauvignon', 'Napa') ==> ('California', 'Napa Valley')	0.017	0.598	14.543
('California', 'US', 'Cabernet Sauvignon', 'Napa') ==> ('Napa Valley',)	0.017	0.598	14.543
('NoRegion_1', 'NoDesignation') ==> ('New Zealand',)	0.011	0.317	14.397
('NoRegion_1', 'NoDesignation') ==> ('New Zealand', 'NoRegion_2')	0.011	0.317	14.397
('NoRegion_1', 'NoDesignation', 'NoRegion_2') ==> ('New Zealand',)	0.011	0.317	14.397
('New Zealand',) ==> ('NoRegion_1', 'NoDesignation')	0.011	0.523	14.397
('New Zealand',) ==> ('NoRegion_1', 'NoDesignation', 'NoRegion_2')	0.011	0.523	14.397
('New Zealand', 'NoRegion_2') ==> ('NoRegion_1', 'NoDesignation')	0.011	0.523	14.397
('Russian River Valley',) ==> ('US', 'Sonoma')	0.024	1.000	13.409
('Pinot Noir', 'Russian River Valley') ==> ('US', 'Sonoma')	0.011	1.000	13.409
('Russian River Valley',) ==> ('California', 'US', 'Sonoma')	0.024	1.000	13.409
('California', 'Russian River Valley') ==> ('US', 'Sonoma')	0.024	1.000	13.409
('Pinot Noir', 'Russian River Valley') ==> ('California', 'US', 'Sonoma')	0.011	1.000	13.409
('California', 'Pinot Noir', 'Russian River Valley') ==> ('US', 'Sonoma')	0.011	1.000	13.409
('US', 'Sonoma') ==> ('Russian River Valley',)	0.024	0.317	13.409
('US', 'Sonoma') ==> ('California', 'Russian River Valley')	0.024	0.317	13.409
('California', 'US', 'Sonoma') ==> ('Russian River Valley',)	0.024	0.317	13.409
('Sonoma County',) ==> ('Sonoma',)	0.012	1.000	13.407
('Russian River Valley',) ==> ('Sonoma',)	0.024	1.000	13.407
('Sonoma',) ==> ('Russian River Valley',)	0.024	0.317	13.407
('Pinot Noir', 'Russian River Valley') ==> ('Sonoma',)	0.011	1.000	13.407
('Sonoma',) ==> ('US', 'Russian River Valley')	0.024	0.317	13.407
('US', 'Russian River Valley') ==> ('Sonoma',)	0.024	1.000	13.407
('Sonoma County',) ==> ('California', 'Sonoma')	0.012	1.000	13.407
('Sonoma County', 'California') ==> ('Sonoma',)	0.012	1.000	13.407
('Sonoma County', 'US') ==> ('Sonoma',)	0.012	1.000	13.407
('Russian River Valley',) ==> ('California', 'Sonoma')	0.024	1.000	13.407
('Sonoma',) ==> ('California', 'Russian River Valley')	0.024	0.317	13.407
('California', 'Russian River Valley') ==> ('Sonoma',)	0.024	1.000	13.407
('California', 'Sonoma') ==> ('Russian River Valley',)	0.024	0.317	13.407
('Pinot Noir', 'Russian River Valley', 'US') ==> ('Sonoma',)	0.011	1.000	13.407
('Sonoma County', 'US') ==> ('California', 'Sonoma')	0.012	1.000	13.407
('Sonoma County', 'California', 'US') ==> ('Sonoma',)	0.012	1.000	13.407
('Sonoma',) ==> ('California', 'US', 'Russian River Valley')	0.024	0.317	13.407
('California', 'Sonoma') ==> ('US', 'Russian River Valley')	0.024	0.317	13.407
('US', 'Russian River Valley') ==> ('California', 'Sonoma')	0.024	1.000	13.407
('California', 'US', 'Russian River Valley') ==> ('Sonoma',)	0.024	1.000	13.407
('Pinot Noir', 'Russian River Valley') ==> ('California', 'Sonoma')	0.011	1.000	13.407
('California', 'Pinot Noir', 'Russian River Valley') ==> ('Sonoma',)	0.011	1.000	13.407
('Pinot Noir', 'Russian River Valley', 'US') ==> ('California', 'Sonoma')	0.011	1.000	13.407
('California', 'Pinot Noir', 'Russian River Valley', 'US') ==> ('Sonoma',)	0.011	1.000	13.407
('Sonoma County',) ==> ('US', 'Sonoma')	0.012	0.999	13.401
('Sonoma County',) ==> ('California', 'US', 'Sonoma')	0.012	0.999	13.401
('Sonoma County', 'California') ==> ('US', 'Sonoma')	0.012	0.999	13.401
('Burgundy',) ==> ('Chardonnay', 'NoRegion_2')	0.016	0.557	12.958
('Chardonnay', 'NoRegion_2') ==> ('Burgundy',)	0.016	0.370	12.958
('Chardonnay', 'NoRegion_2') ==> ('Burgundy', 'France')	0.016	0.370	12.958
('Burgundy', 'France') ==> ('Chardonnay', 'NoRegion_2')	0.016	0.557	12.958
('Tuscany',) ==> ('Red Blend', 'Italy')	0.015	0.304	12.354
('Tuscany',) ==> ('NoRegion_2', 'Red Blend', 'Italy')	0.015	0.304	12.354
('NoRegion_2', 'Tuscany') ==> ('Red Blend', 'Italy')	0.015	0.304	12.354
('Red Blend', 'Italy') ==> ('Tuscany',)	0.015	0.596	12.354
('Red Blend', 'Italy') ==> ('NoRegion_2', 'Tuscany')	0.015	0.596	12.354
('NoRegion_2', 'Red Blend', 'Italy') ==> ('Tuscany',)	0.015	0.596	12.354
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('France', 'NoDesignation')	0.016	0.515	11.797
('France', 'NoDesignation') ==> ('Bordeaux', 'Bordeaux-style Red Blend')	0.016	0.375	11.797
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('France', 'NoDesignation', 'NoRegion_2')	0.016	0.515	11.797
('France', 'NoDesignation') ==> ('Bordeaux-style Red Blend', 'Bordeaux', 'NoRegion_2')	0.016	0.375	11.797
('Bordeaux-style Red Blend', 'Bordeaux', 'NoRegion_2') ==> ('France', 'NoDesignation')	0.016	0.515	11.797
('France', 'NoDesignation', 'NoRegion_2') ==> ('Bordeaux', 'Bordeaux-style Red Blend')	0.016	0.375	11.797
('Paso Robles',) ==> ('Central Coast', 'US')	0.020	1.000	11.553
('Paso Robles',) ==> ('Central Coast', 'California', 'US')	0.020	1.000	11.553
('Paso Robles', 'California') ==> ('Central Coast', 'US')	0.020	1.000	11.553
('Paso Robles',) ==> ('Central Coast',)	0.020	1.000	11.552
('Paso Robles', 'US') ==> ('Central Coast',)	0.020	1.000	11.552
('Paso Robles',) ==> ('California', 'Central Coast')	0.020	1.000	11.552
('Paso Robles', 'California') ==> ('Central Coast',)	0.020	1.000	11.552
('Paso Robles', 'US') ==> ('California', 'Central Coast')	0.020	1.000	11.552
('Paso Robles', 'California', 'US') ==> ('Central Coast',)	0.020	1.000	11.552
('France', 'NoDesignation') ==> ('Bordeaux',)	0.020	0.468	11.550
('France', 'NoDesignation') ==> ('Bordeaux', 'NoRegion_2')	0.020	0.468	11.550
('France', 'NoDesignation', 'NoRegion_2') ==> ('Bordeaux',)	0.020	0.468	11.550
('Bordeaux',) ==> ('France', 'NoDesignation')	0.020	0.504	11.550
('Bordeaux',) ==> ('France', 'NoDesignation', 'NoRegion_2')	0.020	0.504	11.550
('Bordeaux', 'NoRegion_2') ==> ('France', 'NoDesignation')	0.020	0.504	11.550
('NoRegion_2', 'Bordeaux-style Red Blend') ==> ('France', 'NoDesignation')	0.017	0.448	10.261
('France', 'NoDesignation') ==> ('NoRegion_2', 'Bordeaux-style Red Blend')	0.017	0.381	10.261
('Willamette Valley',) ==> ('US', 'Pinot Noir')	0.015	0.696	10.152
('Willamette Valley', 'Oregon') ==> ('Pinot Noir', 'US')	0.015	0.696	10.152
('NoDesignation', 'Napa') ==> ('California', 'US', 'Cabernet Sauvignon')	0.012	0.482	9.760
('NoDesignation', 'Napa') ==> ('California', 'Cabernet Sauvignon')	0.012	0.482	9.759
('US', 'NoDesignation', 'Napa') ==> ('California', 'Cabernet Sauvignon')	0.012	0.482	9.759
('Napa',) ==> ('California', 'US', 'Cabernet Sauvignon')	0.028	0.466	9.425
('California', 'US', 'Cabernet Sauvignon') ==> ('Napa',)	0.028	0.563	9.425
('Napa',) ==> ('California', 'Cabernet Sauvignon')	0.028	0.466	9.424
('US', 'Napa') ==> ('California', 'Cabernet Sauvignon')	0.028	0.466	9.424
('California', 'Cabernet Sauvignon') ==> ('Napa',)	0.028	0.563	9.424
('California', 'Cabernet Sauvignon') ==> ('US', 'Napa')	0.028	0.563	9.424
('California', 'NoDesignation', 'Cabernet Sauvignon') ==> ('Napa',)	0.012	0.546	9.145
('California', 'NoDesignation', 'Cabernet Sauvignon') ==> ('US', 'Napa')	0.012	0.546	9.145
('California', 'NoDesignation', 'Cabernet Sauvignon', 'US') ==> ('Napa',)	0.012	0.546	9.145
('Russian River Valley',) ==> ('California', 'Pinot Noir')	0.011	0.454	8.977
('Russian River Valley',) ==> ('California', 'Pinot Noir', 'US')	0.011	0.454	8.977
('US', 'Russian River Valley') ==> ('California', 'Pinot Noir')	0.011	0.454	8.977
('Russian River Valley', 'Sonoma') ==> ('California', 'Pinot Noir')	0.011	0.454	8.977
('Russian River Valley', 'Sonoma') ==> ('California', 'Pinot Noir', 'US')	0.011	0.454	8.977
('US', 'Russian River Valley', 'Sonoma') ==> ('California', 'Pinot Noir')	0.011	0.454	8.977
('Napa Valley', 'Napa') ==> ('California', 'US', 'Cabernet Sauvignon')	0.017	0.405	8.191
('California', 'US', 'Cabernet Sauvignon') ==> ('Napa Valley', 'Napa')	0.017	0.337	8.191
('California', 'Cabernet Sauvignon') ==> ('Napa', 'Napa Valley')	0.017	0.337	8.190
('Napa', 'Napa Valley') ==> ('California', 'Cabernet Sauvignon')	0.017	0.405	8.190
('California', 'Cabernet Sauvignon') ==> ('Napa Valley', 'US', 'Napa')	0.017	0.337	8.190
('Napa Valley', 'US', 'Napa') ==> ('California', 'Cabernet Sauvignon')	0.017	0.405	8.190
('Napa Valley',) ==> ('California', 'US', 'Cabernet Sauvignon')	0.017	0.405	8.190
('California', 'US', 'Cabernet Sauvignon') ==> ('Napa Valley',)	0.017	0.337	8.190
('Napa Valley',) ==> ('California', 'Cabernet Sauvignon')	0.017	0.405	8.189
('California', 'Cabernet Sauvignon') ==> ('Napa Valley',)	0.017	0.337	8.189
('California', 'Cabernet Sauvignon') ==> ('US', 'Napa Valley')	0.017	0.337	8.189
('US', 'Napa Valley') ==> ('California', 'Cabernet Sauvignon')	0.017	0.405	8.189
('Oregon',) ==> ('US', 'Pinot Noir')	0.017	0.557	8.120
('NoDesignation', 'Napa') ==> ('US', 'Cabernet Sauvignon')	0.012	0.482	7.926
('California', 'NoDesignation', 'Napa') ==> ('US', 'Cabernet Sauvignon')	0.012	0.482	7.926
('Bordeaux-style Red Blend',) ==> ('France', 'NoDesignation')	0.017	0.342	7.827
('Bordeaux-style Red Blend',) ==> ('France', 'NoDesignation', 'NoRegion_2')	0.017	0.342	7.827
('France', 'NoDesignation') ==> ('Bordeaux-style Red Blend',)	0.017	0.381	7.827
('France', 'NoDesignation', 'NoRegion_2') ==> ('Bordeaux-style Red Blend',)	0.017	0.381	7.827
('NoDesignation', 'Italy') ==> ('Tuscany',)	0.016	0.376	7.798
('NoDesignation', 'Italy') ==> ('NoRegion_2', 'Tuscany')	0.016	0.376	7.798
('NoRegion_2', 'NoDesignation', 'Italy') ==> ('Tuscany',)	0.016	0.376	7.798
('Tuscany',) ==> ('NoDesignation', 'Italy')	0.016	0.340	7.798
('Tuscany',) ==> ('NoRegion_2', 'NoDesignation', 'Italy')	0.016	0.340	7.798
('NoRegion_2', 'Tuscany') ==> ('NoDesignation', 'Italy')	0.016	0.340	7.798
('Napa',) ==> ('US', 'Cabernet Sauvignon')	0.028	0.466	7.654
('US', 'Cabernet Sauvignon') ==> ('Napa',)	0.028	0.457	7.654
('California', 'Napa') ==> ('US', 'Cabernet Sauvignon')	0.028	0.466	7.654
('US', 'Cabernet Sauvignon') ==> ('California', 'Napa')	0.028	0.457	7.654
('Willamette Valley',) ==> ('Pinot Noir',)	0.015	0.696	7.346
('Willamette Valley', 'Oregon') ==> ('Pinot Noir',)	0.015	0.696	7.346
('US', 'Willamette Valley') ==> ('Pinot Noir',)	0.015	0.696	7.346
('US', 'Willamette Valley', 'Oregon') ==> ('Pinot Noir',)	0.015	0.696	7.346
('US', 'Cabernet Sauvignon', 'NoDesignation') ==> ('Napa',)	0.012	0.436	7.302
('NoDesignation', 'Cabernet Sauvignon', 'US') ==> ('California', 'Napa')	0.012	0.436	7.302
('Loire Valley',) ==> ('France',)	0.012	1.000	7.154
('Bordeaux',) ==> ('France',)	0.040	1.000	7.154
('Southwest France',) ==> ('France',)	0.011	1.000	7.154
('Alsace',) ==> ('France',)	0.011	1.000	7.154
('Burgundy',) ==> ('France',)	0.029	1.000	7.154
('Loire Valley',) ==> ('France', 'NoRegion_2')	0.012	1.000	7.154
('Loire Valley', 'NoRegion_2') ==> ('France',)	0.012	1.000	7.154
('Burgundy', 'Pinot Noir') ==> ('France',)	0.012	1.000	7.154
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('France',)	0.032	1.000	7.154
('Burgundy',) ==> ('France', 'NoRegion_2')	0.029	1.000	7.154
('Burgundy', 'NoRegion_2') ==> ('France',)	0.029	1.000	7.154
('Bordeaux', 'NoDesignation') ==> ('France',)	0.020	1.000	7.154
('Burgundy', 'Chardonnay') ==> ('France',)	0.016	1.000	7.154
('Alsace',) ==> ('France', 'NoRegion_2')	0.011	1.000	7.154
('Alsace', 'NoRegion_2') ==> ('France',)	0.011	1.000	7.154
('Bordeaux',) ==> ('France', 'NoRegion_2')	0.040	1.000	7.154
('Bordeaux', 'NoRegion_2') ==> ('France',)	0.040	1.000	7.154
('Southwest France',) ==> ('France', 'NoRegion_2')	0.011	1.000	7.154
('Southwest France', 'NoRegion_2') ==> ('France',)	0.011	1.000	7.154
('Burgundy', 'Pinot Noir') ==> ('France', 'NoRegion_2')	0.012	1.000	7.154
('Burgundy', 'Pinot Noir', 'NoRegion_2') ==> ('France',)	0.012	1.000	7.154
('Bordeaux', 'NoDesignation') ==> ('France', 'NoRegion_2')	0.020	1.000	7.154
('Bordeaux', 'NoDesignation', 'NoRegion_2') ==> ('France',)	0.020	1.000	7.154
('Bordeaux', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('France',)	0.016	1.000	7.154
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('France', 'NoRegion_2')	0.032	1.000	7.154
('NoRegion_2', 'Bordeaux', 'Bordeaux-style Red Blend') ==> ('France',)	0.032	1.000	7.154
('Burgundy', 'Chardonnay') ==> ('France', 'NoRegion_2')	0.016	1.000	7.154
('Burgundy', 'Chardonnay', 'NoRegion_2') ==> ('France',)	0.016	1.000	7.154
('Bordeaux', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('France', 'NoRegion_2')	0.016	1.000	7.154
('Bordeaux-style Red Blend', 'Bordeaux', 'NoDesignation', 'NoRegion_2') ==> ('France',)	0.016	1.000	7.154
('NoRegion_2', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('France',)	0.017	0.985	7.048
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('France',)	0.017	0.950	6.800
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('France', 'NoRegion_2')	0.017	0.950	6.800
('Tuscany',) ==> ('Red Blend', 'NoRegion_2')	0.015	0.304	6.727
('Tuscany', 'Italy') ==> ('Red Blend', 'NoRegion_2')	0.015	0.304	6.727
('Red Blend', 'NoRegion_2') ==> ('Tuscany',)	0.015	0.324	6.727
('Red Blend', 'NoRegion_2') ==> ('Tuscany', 'Italy')	0.015	0.324	6.727
('Napa Valley', 'Napa') ==> ('US', 'Cabernet Sauvignon')	0.017	0.405	6.652
('Napa Valley', 'California', 'Napa') ==> ('US', 'Cabernet Sauvignon')	0.017	0.405	6.652
('Napa Valley',) ==> ('US', 'Cabernet Sauvignon')	0.017	0.405	6.651
('California', 'Napa Valley') ==> ('US', 'Cabernet Sauvignon')	0.017	0.405	6.651
('Russian River Valley',) ==> ('US', 'Pinot Noir')	0.011	0.454	6.626
('Russian River Valley', 'Sonoma') ==> ('Pinot Noir', 'US')	0.011	0.454	6.626
('California', 'Russian River Valley') ==> ('Pinot Noir', 'US')	0.011	0.454	6.626
('California', 'Russian River Valley', 'Sonoma') ==> ('Pinot Noir', 'US')	0.011	0.454	6.626
('"Corvina',) ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Veneto',) ==> ('Italy', 'NoRegion_2')	0.026	1.000	6.429
('Toscana',) ==> ('NoRegion_2', 'Italy')	0.012	1.000	6.429
('Central Italy',) ==> ('NoRegion_2', 'Italy')	0.010	1.000	6.429
(' Molinara"',) ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Brunello di Montalcino',) ==> ('NoRegion_2', 'Italy')	0.012	1.000	6.429
('Sicily & Sardinia',) ==> ('NoRegion_2', 'Italy')	0.017	1.000	6.429
('Sicilia',) ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Northeastern Italy',) ==> ('NoRegion_2', 'Italy')	0.013	1.000	6.429
(' Rondinella',) ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Tuscany',) ==> ('NoRegion_2', 'Italy')	0.048	1.000	6.429
('NoRegion_2', 'Italy') ==> ('Tuscany',)	0.048	0.310	6.429
(' Rondinella', '"Corvina') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Brunello di Montalcino', 'Tuscany') ==> ('NoRegion_2', 'Italy')	0.012	1.000	6.429
('Sangiovese', 'Tuscany') ==> ('NoRegion_2', 'Italy')	0.017	1.000	6.429
(' Molinara"', '"Corvina') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('NoDesignation', 'Tuscany') ==> ('NoRegion_2', 'Italy')	0.016	1.000	6.429
(' Molinara"', ' Rondinella') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Red Blend', 'Tuscany') ==> ('NoRegion_2', 'Italy')	0.015	1.000	6.429
('Sicily & Sardinia', 'Sicilia') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Toscana', 'Tuscany') ==> ('NoRegion_2', 'Italy')	0.012	1.000	6.429
('Veneto', '"Corvina') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Veneto', ' Molinara"') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('Veneto', ' Rondinella') ==> ('NoRegion_2', 'Italy')	0.011	1.000	6.429
('"Corvina', ' Molinara"', ' Rondinella') ==> ('Italy', 'NoRegion_2')	0.011	1.000	6.429
('Veneto', ' Molinara"', ' Rondinella') ==> ('Italy', 'NoRegion_2')	0.011	1.000	6.429
('Veneto', ' Molinara"', '"Corvina') ==> ('Italy', 'NoRegion_2')	0.011	1.000	6.429
('Veneto', ' Rondinella', '"Corvina') ==> ('Italy', 'NoRegion_2')	0.011	1.000	6.429
('Veneto', '"Corvina', ' Molinara"', ' Rondinella') ==> ('Italy', 'NoRegion_2')	0.011	1.000	6.429
